
SQL*Plus: Release 11.2.0.3.0 Production on Wed Jun 12 15:39:13 2013

Copyright (c) 1982, 2011, Oracle.  All rights reserved.


Connected to:
Oracle Database 11g Enterprise Edition Release 11.2.0.3.0 - 64bit Production

SQL> SQL> 
GV$SORT_SEGMENT 	       SYNONYM		   PUBLIC
GV$SORT_USAGE		       SYNONYM		   PUBLIC
GV$SPPARAMETER		       SYNONYM		   PUBLIC
GV$SQL			       SYNONYM		   PUBLIC
GV$SQLAREA		       SYNONYM		   PUBLIC
GV$SQLAREA_PLAN_HASH	       SYNONYM		   PUBLIC
GV$SQLCOMMAND		       SYNONYM		   PUBLIC
GV$SQLFN_ARG_METADATA	       SYNONYM		   PUBLIC
GV$SQLFN_METADATA	       SYNONYM		   PUBLIC
GV$SQLPA_METRIC 	       SYNONYM		   PUBLIC
GV$SQLSTATS		       SYNONYM		   PUBLIC
GV$SQLSTATS_PLAN_HASH	       SYNONYM		   PUBLIC
GV$SQLTEXT		       SYNONYM		   PUBLIC
GV$SQLTEXT_WITH_NEWLINES       SYNONYM		   PUBLIC
GV$SQL_BIND_CAPTURE	       SYNONYM		   PUBLIC
GV$SQL_BIND_DATA	       SYNONYM		   PUBLIC
GV$SQL_BIND_METADATA	       SYNONYM		   PUBLIC
GV$SQL_CS_HISTOGRAM	       SYNONYM		   PUBLIC
GV$SQL_CS_SELECTIVITY	       SYNONYM		   PUBLIC
GV$SQL_CS_STATISTICS	       SYNONYM		   PUBLIC
GV$SQL_CURSOR		       SYNONYM		   PUBLIC
GV$SQL_FEATURE		       SYNONYM		   PUBLIC
GV$SQL_FEATURE_DEPENDENCY      SYNONYM		   PUBLIC
GV$SQL_FEATURE_HIERARCHY       SYNONYM		   PUBLIC
GV$SQL_HINT		       SYNONYM		   PUBLIC
GV$SQL_JOIN_FILTER	       SYNONYM		   PUBLIC
GV$SQL_MONITOR		       SYNONYM		   PUBLIC
GV$SQL_OPTIMIZER_ENV	       SYNONYM		   PUBLIC
GV$SQL_PLAN		       SYNONYM		   PUBLIC
GV$SQL_PLAN_MONITOR	       SYNONYM		   PUBLIC
GV$SQL_PLAN_STATISTICS	       SYNONYM		   PUBLIC
GV$SQL_PLAN_STATISTICS_ALL     SYNONYM		   PUBLIC
GV$SQL_REDIRECTION	       SYNONYM		   PUBLIC
GV$SQL_SHARED_CURSOR	       SYNONYM		   PUBLIC
GV$SQL_SHARED_MEMORY	       SYNONYM		   PUBLIC
GV$SQL_WORKAREA 	       SYNONYM		   PUBLIC
GV$SQL_WORKAREA_ACTIVE	       SYNONYM		   PUBLIC
GV$SQL_WORKAREA_HISTOGRAM      SYNONYM		   PUBLIC
GV$SSCR_SESSIONS	       SYNONYM		   PUBLIC
GV$STANDBY_LOG		       SYNONYM		   PUBLIC
GV$STATISTICS_LEVEL	       SYNONYM		   PUBLIC
GV$STATNAME		       SYNONYM		   PUBLIC
GV$STREAMS_APPLY_COORDINATOR   SYNONYM		   PUBLIC
GV$STREAMS_APPLY_READER        SYNONYM		   PUBLIC
GV$STREAMS_APPLY_SERVER        SYNONYM		   PUBLIC
GV$STREAMS_CAPTURE	       SYNONYM		   PUBLIC
GV$STREAMS_MESSAGE_TRACKING    SYNONYM		   PUBLIC
GV$STREAMS_POOL_ADVICE	       SYNONYM		   PUBLIC
GV$STREAMS_POOL_STATISTICS     SYNONYM		   PUBLIC
GV$STREAMS_TRANSACTION	       SYNONYM		   PUBLIC
GV$SUBCACHE		       SYNONYM		   PUBLIC
GV$SUBSCR_REGISTRATION_STATS   SYNONYM		   PUBLIC
GV$SYSAUX_OCCUPANTS	       SYNONYM		   PUBLIC
GV$SYSMETRIC		       SYNONYM		   PUBLIC
GV$SYSMETRIC_HISTORY	       SYNONYM		   PUBLIC
GV$SYSMETRIC_SUMMARY	       SYNONYM		   PUBLIC
GV$SYSSTAT		       SYNONYM		   PUBLIC
GV$SYSTEM_CURSOR_CACHE	       SYNONYM		   PUBLIC
GV$SYSTEM_EVENT 	       SYNONYM		   PUBLIC
GV$SYSTEM_FIX_CONTROL	       SYNONYM		   PUBLIC
GV$SYSTEM_PARAMETER	       SYNONYM		   PUBLIC
GV$SYSTEM_PARAMETER2	       SYNONYM		   PUBLIC
GV$SYSTEM_WAIT_CLASS	       SYNONYM		   PUBLIC
GV$SYS_OPTIMIZER_ENV	       SYNONYM		   PUBLIC
GV$SYS_TIME_MODEL	       SYNONYM		   PUBLIC
GV$TABLESPACE		       SYNONYM		   PUBLIC
GV$TARGETRBA		       SYNONYM		   PUBLIC
GV$TEMPFILE		       SYNONYM		   PUBLIC
GV$TEMPORARY_LOBS	       SYNONYM		   PUBLIC
GV$TEMPSEG_USAGE	       SYNONYM		   PUBLIC
GV$TEMPSTAT		       SYNONYM		   PUBLIC
GV$TEMP_CACHE_TRANSFER	       SYNONYM		   PUBLIC
GV$TEMP_EXTENT_MAP	       SYNONYM		   PUBLIC
GV$TEMP_EXTENT_POOL	       SYNONYM		   PUBLIC
GV$TEMP_PING		       SYNONYM		   PUBLIC
GV$TEMP_SPACE_HEADER	       SYNONYM		   PUBLIC
GV$THREAD		       SYNONYM		   PUBLIC
GV$THRESHOLD_TYPES	       SYNONYM		   PUBLIC
GV$TIMER		       SYNONYM		   PUBLIC
GV$TIMEZONE_FILE	       SYNONYM		   PUBLIC
GV$TIMEZONE_NAMES	       SYNONYM		   PUBLIC
GV$TOPLEVELCALL 	       SYNONYM		   PUBLIC
GV$TRANSACTION		       SYNONYM		   PUBLIC
GV$TRANSACTION_ENQUEUE	       SYNONYM		   PUBLIC
GV$TRANSPORTABLE_PLATFORM      SYNONYM		   PUBLIC
GV$TSM_SESSIONS 	       SYNONYM		   PUBLIC
GV$TYPE_SIZE		       SYNONYM		   PUBLIC
GV$UNDOSTAT		       SYNONYM		   PUBLIC
GV$VERSION		       SYNONYM		   PUBLIC
GV$VPD_POLICY		       SYNONYM		   PUBLIC
GV$WAITCLASSMETRIC	       SYNONYM		   PUBLIC
GV$WAITCLASSMETRIC_HISTORY     SYNONYM		   PUBLIC
GV$WAITSTAT		       SYNONYM		   PUBLIC
GV$WALLET		       SYNONYM		   PUBLIC
GV$WLM_PCMETRIC 	       SYNONYM		   PUBLIC
GV$WLM_PCMETRIC_HISTORY        SYNONYM		   PUBLIC
GV$WLM_PC_STATS 	       SYNONYM		   PUBLIC
GV$WORKLOAD_REPLAY_THREAD      SYNONYM		   PUBLIC
GV$XML_AUDIT_TRAIL	       SYNONYM		   PUBLIC
GV$XSTREAM_CAPTURE	       SYNONYM		   PUBLIC
GV$XSTREAM_MESSAGE_TRACKING    SYNONYM		   PUBLIC
GV$XSTREAM_OUTBOUND_SERVER     SYNONYM		   PUBLIC
GV$XSTREAM_TABLE_STATS	       SYNONYM		   PUBLIC
GV$XSTREAM_TRANSACTION	       SYNONYM		   PUBLIC
GV$_LOCK		       SYNONYM		   PUBLIC
GV_$ACTIVE_INSTANCES	       VIEW		   SYS
GV_$ACTIVE_SESS_POOL_MTH       VIEW		   SYS
GV_$ADVISOR_CURRENT_SQLPLAN    VIEW		   SYS
GV_$AW_CALC		       VIEW		   SYS
GV_$AW_LONGOPS		       VIEW		   SYS
GV_$AW_OLAP		       VIEW		   SYS
GV_$AW_SESSION_INFO	       VIEW		   SYS
GV_$BH			       VIEW		   SYS
GV_$BLOCKING_QUIESCE	       VIEW		   SYS
GV_$DIAG_INFO		       VIEW		   SYS
GV_$LOADISTAT		       VIEW		   SYS
GV_$LOADPSTAT		       VIEW		   SYS
GV_$LOCK_ACTIVITY	       VIEW		   SYS
GV_$MAX_ACTIVE_SESS_TARGET_MTH VIEW		   SYS
GV_$NLS_PARAMETERS	       VIEW		   SYS
GV_$NLS_VALID_VALUES	       VIEW		   SYS
GV_$OPTION		       VIEW		   SYS
GV_$PARALLEL_DEGREE_LIMIT_MTH  VIEW		   SYS
GV_$PQ_SESSTAT		       VIEW		   SYS
GV_$PQ_TQSTAT		       VIEW		   SYS
GV_$QUEUEING_MTH	       VIEW		   SYS
GV_$RESTORE_POINT	       VIEW		   SYS
GV_$RSRC_CONSUMER_GROUP        VIEW		   SYS
GV_$RSRC_CONSUME_GROUP_CPU_MTH VIEW		   SYS
GV_$RSRC_CONS_GROUP_HISTORY    VIEW		   SYS
GV_$RSRC_PLAN		       VIEW		   SYS
GV_$RSRC_PLAN_CPU_MTH	       VIEW		   SYS
GV_$RSRC_PLAN_HISTORY	       VIEW		   SYS
GV_$RSRC_SESSION_INFO	       VIEW		   SYS
GV_$SESSION_LONGOPS	       VIEW		   SYS
GV_$SQLFN_ARG_METADATA	       VIEW		   SYS
GV_$SQLFN_METADATA	       VIEW		   SYS
GV_$TEMPORARY_LOBS	       VIEW		   SYS
GV_$TIMEZONE_FILE	       VIEW		   SYS
GV_$TIMEZONE_NAMES	       VIEW		   SYS
GV_$VERSION		       VIEW		   SYS
HBOT_HELP_BOTON 	       SYNONYM		   PUBLIC
HELP			       TABLE		   SYS
HELP			       TABLE		   SYSTEM
HISTORIA_AFILIADOS	       SYNONYM		   PUBLIC
HISTORIA_AFILIADOS_NEW	       TABLE		   BANPROD
HIS_DIAGNOSTICO_CIE10	       SYNONYM		   PUBLIC
HIS_PATOLOGIA		       SYNONYM		   PUBLIC
HS$_DDTF_SQLCOLUMNS	       FUNCTION 	   SYS
HS$_DDTF_SQLFOREIGNKEYS        FUNCTION 	   SYS
HS$_DDTF_SQLPRIMARYKEYS        FUNCTION 	   SYS
HS$_DDTF_SQLPROCEDURES	       FUNCTION 	   SYS
HS$_DDTF_SQLSTATISTICS	       FUNCTION 	   SYS
HS$_DDTF_SQLTABFORKEYS	       FUNCTION 	   SYS
HS$_DDTF_SQLTABLES	       FUNCTION 	   SYS
HS$_DDTF_SQLTABPRIKEYS	       FUNCTION 	   SYS
HS$_DDTF_SQLTABSTATS	       FUNCTION 	   SYS
HS$_PARALLEL_METADATA	       TABLE		   SYS
HSBLKNAMLST		       TYPE		   SYS
HSBLKVALARY		       TYPE		   SYS
HS_ALL_CAPS		       SYNONYM		   PUBLIC
HS_ALL_DD		       SYNONYM		   PUBLIC
HS_ALL_INITS		       SYNONYM		   PUBLIC
HS_BASE_CAPS		       SYNONYM		   PUBLIC
HS_BASE_DD		       SYNONYM		   PUBLIC
HS_BULKLOAD_VIEW_OBJ	       TABLE		   SYS
HS_BULK_SEQ		       SEQUENCE 	   SYS
HS_CLASS_CAPS		       SYNONYM		   PUBLIC
HS_CLASS_DD		       SYNONYM		   PUBLIC
HS_CLASS_INIT		       SYNONYM		   PUBLIC
HS_EXTERNAL_OBJECTS	       SYNONYM		   PUBLIC
HS_EXTERNAL_OBJECT_PRIVILEGES  SYNONYM		   PUBLIC
HS_EXTERNAL_USER_PRIVILEGES    SYNONYM		   PUBLIC
HS_FDS_CLASS		       SYNONYM		   PUBLIC
HS_FDS_CLASS_DATE	       SYNONYM		   PUBLIC
HS_FDS_INST		       SYNONYM		   PUBLIC
HS_INST_CAPS		       SYNONYM		   PUBLIC
HS_INST_DD		       SYNONYM		   PUBLIC
HS_INST_INIT		       SYNONYM		   PUBLIC
HS_PARALLEL_HISTOGRAM_DATA     SYNONYM		   PUBLIC
HS_PARALLEL_HISTOGRAM_DATA     VIEW		   SYS
HS_PARALLEL_METADATA	       SYNONYM		   PUBLIC
HS_PARALLEL_METADATA	       VIEW		   SYS
HS_PARALLEL_PARTITION_DATA     SYNONYM		   PUBLIC
HS_PARALLEL_PARTITION_DATA     VIEW		   SYS
HS_PARALLEL_SAMPLE_DATA        SYNONYM		   PUBLIC
HS_PARALLEL_SAMPLE_DATA        VIEW		   SYS
HS_PARALLEL_SAMPLING	       PROGRAM		   SYS
HS_PARTITION_COL_NAME	       TABLE		   SYS
HS_PARTITION_COL_TYPE	       TABLE		   SYS
HS_PARTITION_OBJ	       TYPE		   SYS
HS_PART_OBJ		       TYPE		   SYS
HS_SAMPLE_OBJ		       TYPE		   SYS
HTF			       PACKAGE		   SYS
HTF			       SYNONYM		   PUBLIC
HTMLDB_SYSTEM		       SYNONYM		   PUBLIC
HTP			       SYNONYM		   PUBLIC
HTP			       PACKAGE		   SYS
HTTPURITYPE		       SYNONYM		   PUBLIC
HTTPURITYPE		       TYPE		   SYS
HUACHIPATO		       SYNONYM		   PUBLIC
IMED_FECHAS_VIGENCIA_V2        PROCEDURE	   INFOMEDICA
IMED_VERIFICA_AYUDA_V6_RAP2    FUNCTION 	   INFOMEDICA
IMP8CDTU		       VIEW		   SYS
IMP8REPCAT		       VIEW		   SYS
IMP8TTDU		       VIEW		   SYS
IMP8UEC 		       VIEW		   SYS
IMP9COMPAT		       VIEW		   SYS
IMP9SYN4		       VIEW		   SYS
IMP9SYNU		       VIEW		   SYS
IMP9TVOID		       VIEW		   SYS
IMP9USR 		       VIEW		   SYS
IMPDP_STATS		       TABLE		   SYS
IMP_LOB_INFO		       VIEW		   SYS
IMP_LOB_NOTNULL 	       VIEW		   SYS
IMP_TAB_TRIG		       VIEW		   SYS
INCREMENTO_BENEFICIO_MONTO     SYNONYM		   PUBLIC
INCREMENTO_BENEFICIO_PLAN      SYNONYM		   PUBLIC
IND			       SYNONYM		   PUBLIC
INDEX_HISTOGRAM 	       VIEW		   SYS
INDEX_HISTOGRAM 	       SYNONYM		   PUBLIC
INDEX_STATS		       SYNONYM		   PUBLIC
INDEX_STATS		       VIEW		   SYS
INGT_INGRESO_GASTO	       SYNONYM		   PUBLIC
INSTANCE_NUM		       FUNCTION 	   SYS
INTE_INTERESES_PERCIB	       SYNONYM		   PUBLIC
ISPEN_402_403		       SYNONYM		   PUBLIC
ISXMLTYPETABLE		       FUNCTION 	   SYS
IS_ALTER_COLUMN 	       FUNCTION 	   SYS
IS_CREATING_NESTED_TABLE       FUNCTION 	   SYS
IS_DROP_COLUMN		       FUNCTION 	   SYS
IS_SERVERERROR		       FUNCTION 	   SYS
IS_VPD_ENABLED		       FUNCTION 	   SYS
JDM_ATTR_NAMES		       TYPE		   SYS
JDM_BUILD_PROGRAM	       PROGRAM		   SYS
JDM_EXPLAIN_PROGRAM	       PROGRAM		   SYS
JDM_EXPORT_PROGRAM	       PROGRAM		   SYS
JDM_IMPORT_PROGRAM	       PROGRAM		   SYS
JDM_NUM_VALS		       TYPE		   SYS
JDM_PREDICT_PROGRAM	       PROGRAM		   SYS
JDM_PROFILE_PROGRAM	       PROGRAM		   SYS
JDM_SQL_APPLY_PROGRAM	       PROGRAM		   SYS
JDM_STR_VALS		       TYPE		   SYS
JDM_TEST_PROGRAM	       PROGRAM		   SYS
JDM_XFORM_PROGRAM	       PROGRAM		   SYS
JDM_XFORM_SEQ_PROGRAM	       PROGRAM		   SYS
JOB			       TYPE		   SYS
JOB			       SYNONYM		   PUBLIC
JOBARG			       TYPE		   SYS
JOBARG			       SYNONYM		   PUBLIC
JOBARG_ARRAY		       TYPE		   SYS
JOBARG_ARRAY		       SYNONYM		   PUBLIC
JOBATTR 		       TYPE		   SYS
JOBATTR 		       SYNONYM		   PUBLIC
JOBATTR_ARRAY		       SYNONYM		   PUBLIC
JOBATTR_ARRAY		       TYPE		   SYS
JOB_ARRAY		       SYNONYM		   PUBLIC
JOB_ARRAY		       TYPE		   SYS
JOB_DEFINITION		       TYPE		   SYS
JOB_DEFINITION		       SYNONYM		   PUBLIC
JOB_DEFINITION_ARRAY	       SYNONYM		   PUBLIC
JOB_DEFINITION_ARRAY	       TYPE		   SYS
KET$_WINDOW_LIST	       TYPE		   SYS
KU$NOEXP_TAB		       TABLE		   SYS
KU$_10_1_AUDIT_VIEW	       VIEW		   SYS
KU$_10_1_COL_STATS_LIST_T      TYPE		   SYS
KU$_10_1_COL_STATS_T	       TYPE		   SYS
KU$_10_1_COMMENT_VIEW	       VIEW		   SYS
KU$_10_1_DBLINK_VIEW	       VIEW		   SYS
KU$_10_1_FHTABLE_VIEW	       VIEW		   SYS
KU$_10_1_HTABLE_VIEW	       VIEW		   SYS
KU$_10_1_IND_STATS_T	       TYPE		   SYS
KU$_10_1_IND_STATS_VIEW        VIEW		   SYS
KU$_10_1_IOTABLE_VIEW	       VIEW		   SYS
KU$_10_1_PFHTABLE_VIEW	       VIEW		   SYS
KU$_10_1_PHTABLE_VIEW	       VIEW		   SYS
KU$_10_1_PIND_STATS_LIST_T     TYPE		   SYS
KU$_10_1_PIND_STATS_T	       TYPE		   SYS
KU$_10_1_PIOTABLE_VIEW	       VIEW		   SYS
KU$_10_1_PROXY_VIEW	       VIEW		   SYS
KU$_10_1_PTAB_STATS_LIST_T     TYPE		   SYS
KU$_10_1_SPIND_STATS_LIST_T    TYPE		   SYS
KU$_10_1_SPIND_STATS_T	       TYPE		   SYS
KU$_10_1_SYSGRANT_VIEW	       VIEW		   SYS
KU$_10_1_TABLE_DATA_VIEW       VIEW		   SYS
KU$_10_1_TAB_PTAB_STATS_T      TYPE		   SYS
KU$_10_1_TAB_STATS_T	       TYPE		   SYS
KU$_10_1_TAB_STATS_VIEW        VIEW		   SYS
KU$_10_2_FHTABLE_VIEW	       VIEW		   SYS
KU$_10_2_INDEX_VIEW	       VIEW		   SYS
KU$_10_2_IND_STATS_VIEW        VIEW		   SYS
KU$_10_2_STRMCOLTYPE_T	       TYPE		   SYS
KU$_10_2_STRMCOL_LIST_T        TYPE		   SYS
KU$_10_2_STRMCOL_T	       TYPE		   SYS
KU$_10_2_STRMTABLE_T	       TYPE		   SYS
KU$_10_2_STRMTABLE_VIEW        VIEW		   SYS
KU$_10_2_TABLE_DATA_VIEW       VIEW		   SYS
KU$_10_2_TAB_STATS_VIEW        VIEW		   SYS
KU$_10_2_TRIGGER_VIEW	       VIEW		   SYS
KU$_2NDTAB_INFO_VIEW	       VIEW		   SYS
KU$_ACPTABLE_VIEW	       VIEW		   SYS
KU$_ADD_SNAP_LIST_T	       TYPE		   SYS
KU$_ADD_SNAP_T		       TYPE		   SYS
KU$_ALL_INDEX_VIEW	       VIEW		   SYS
KU$_ALTER_FUNC_VIEW	       VIEW		   SYS
KU$_ALTER_PKGBDY_VIEW	       VIEW		   SYS
KU$_ALTER_PKGSPC_VIEW	       VIEW		   SYS
KU$_ALTER_PROC_T	       TYPE		   SYS
KU$_ALTER_PROC_VIEW	       VIEW		   SYS
KU$_ARGUMENT_LIST_T	       TYPE		   SYS
KU$_ARGUMENT_T		       TYPE		   SYS
KU$_ARGUMENT_VIEW	       VIEW		   SYS
KU$_ASSOC_T		       TYPE		   SYS
KU$_ASSOC_VIEW		       VIEW		   SYS
KU$_AUDDEF_T		       SYNONYM		   PUBLIC
KU$_AUDDEF_T		       TYPE		   SYS
KU$_AUDIT_DEFAULT_LIST_T       SYNONYM		   PUBLIC
KU$_AUDIT_DEFAULT_LIST_T       TYPE		   SYS
KU$_AUDIT_DEFAULT_T	       TYPE		   SYS
KU$_AUDIT_LIST_T	       TYPE		   SYS
KU$_AUDIT_LIST_T	       SYNONYM		   PUBLIC
KU$_AUDIT_OBJ_T 	       TYPE		   SYS
KU$_AUDIT_OBJ_VIEW	       VIEW		   SYS
KU$_AUDIT_T		       TYPE		   SYS
KU$_AUDIT_VIEW		       VIEW		   SYS
KU$_AUDOBJ_T		       SYNONYM		   PUBLIC
KU$_AUDOBJ_T		       TYPE		   SYS
KU$_BYTES_ALLOC_T	       TYPE		   SYS
KU$_CACHED_STATS_T	       TYPE		   SYS
KU$_CALLOUT_T		       TYPE		   SYS
KU$_CHUNK_LIST_T	       TYPE		   SYS
KU$_CHUNK_LIST_T	       SYNONYM		   PUBLIC
KU$_CHUNK_T		       SYNONYM		   PUBLIC
KU$_CHUNK_T		       TYPE		   SYS
KU$_CLUSTER_T		       TYPE		   SYS
KU$_CLUSTER_VIEW	       VIEW		   SYS
KU$_CLU_TS_VIEW 	       VIEW		   SYS
KU$_COLLECTION_T	       TYPE		   SYS
KU$_COLLECTION_VIEW	       VIEW		   SYS
KU$_COLTYPE_T		       TYPE		   SYS
KU$_COLUMN_LIST_T	       TYPE		   SYS
KU$_COLUMN_T		       TYPE		   SYS
KU$_COL_STATS_LIST_T	       TYPE		   SYS
KU$_COL_STATS_T 	       TYPE		   SYS
KU$_COMMENT_T		       TYPE		   SYS
KU$_COMMENT_VIEW	       VIEW		   SYS
KU$_CONSTRAINT0_LIST_T	       TYPE		   SYS
KU$_CONSTRAINT0_T	       TYPE		   SYS
KU$_CONSTRAINT1_LIST_T	       TYPE		   SYS
KU$_CONSTRAINT1_T	       TYPE		   SYS
KU$_CONSTRAINT2_LIST_T	       TYPE		   SYS
KU$_CONSTRAINT2_T	       TYPE		   SYS
KU$_CONSTRAINT_COL_LIST_T      TYPE		   SYS
KU$_CONSTRAINT_COL_T	       TYPE		   SYS
KU$_CONSTRAINT_T	       TYPE		   SYS
KU$_CONSTRAINT_VIEW	       VIEW		   SYS
KU$_CONTEXT_T		       TYPE		   SYS
KU$_CONTEXT_VIEW	       VIEW		   SYS
KU$_CUBE_DIM_LIST_T	       TYPE		   SYS
KU$_CUBE_DIM_T		       TYPE		   SYS
KU$_CUBE_FACT_LIST_T	       TYPE		   SYS
KU$_CUBE_FACT_T 	       TYPE		   SYS
KU$_CUBE_HIER_LIST_T	       TYPE		   SYS
KU$_CUBE_HIER_T 	       TYPE		   SYS
KU$_CUBE_TAB_T		       TYPE		   SYS
KU$_DATAPUMP_MASTER_10_1       TABLE		   SYS
KU$_DATAPUMP_MASTER_11_1       TABLE		   SYS
KU$_DATAPUMP_MASTER_11_1_0_7   TABLE		   SYS
KU$_DATAPUMP_MASTER_11_2       TABLE		   SYS
KU$_DBLINK_T		       TYPE		   SYS
KU$_DBLINK_VIEW 	       VIEW		   SYS
KU$_DDL 		       TYPE		   SYS
KU$_DDL 		       SYNONYM		   PUBLIC
KU$_DDLS		       SYNONYM		   PUBLIC
KU$_DDLS		       TYPE		   SYS
KU$_DEFERRED_STG_T	       TYPE		   SYS
KU$_DEFROLE_ITEM_T	       TYPE		   SYS
KU$_DEFROLE_LIST_T	       TYPE		   SYS
KU$_DEFROLE_T		       TYPE		   SYS
KU$_DEFROLE_VIEW	       VIEW		   SYS
KU$_DEPTABLE_OBJNUM_VIEW       VIEW		   SYS
KU$_DEPTYPES_VIEW	       VIEW		   SYS
KU$_DEPVIEWS_VIEW	       VIEW		   SYS
KU$_DIMENSION_T 	       TYPE		   SYS
KU$_DIMENSION_VIEW	       VIEW		   SYS
KU$_DIRECTORY_T 	       TYPE		   SYS
KU$_DIRECTORY_VIEW	       VIEW		   SYS
KU$_DOMIDX_2NDTAB_LIST_T       TYPE		   SYS
KU$_DOMIDX_2NDTAB_T	       TYPE		   SYS
KU$_DOMIDX_OBJNUM_VIEW	       VIEW		   SYS
KU$_DOMIDX_PLSQL_T	       TYPE		   SYS
KU$_DOMIDX_PLSQL_VIEW	       VIEW		   SYS
KU$_DROPCOLLIST 	       TYPE		   SYS
KU$_DUMMY_COMMAND_RULE_T       TYPE		   SYS
KU$_DUMMY_FACTOR_LINK_T        TYPE		   SYS
KU$_DUMMY_FACTOR_T	       TYPE		   SYS
KU$_DUMMY_FACTOR_TYPE_T        TYPE		   SYS
KU$_DUMMY_IDENTITY_MAP_T       TYPE		   SYS
KU$_DUMMY_IDENTITY_T	       TYPE		   SYS
KU$_DUMMY_ISRM_T	       TYPE		   SYS
KU$_DUMMY_ISR_T 	       TYPE		   SYS
KU$_DUMMY_REALM_AUTH_T	       TYPE		   SYS
KU$_DUMMY_REALM_MEMBER_T       TYPE		   SYS
KU$_DUMMY_REALM_T	       TYPE		   SYS
KU$_DUMMY_ROLE_T	       TYPE		   SYS
KU$_DUMMY_RULE_SET_MEMBER_T    TYPE		   SYS
KU$_DUMMY_RULE_SET_T	       TYPE		   SYS
KU$_DUMMY_RULE_T	       TYPE		   SYS
KU$_DUMPFILE		       SYNONYM		   PUBLIC
KU$_DUMPFILE1010	       TYPE		   SYS
KU$_DUMPFILE1010	       SYNONYM		   PUBLIC
KU$_DUMPFILE1020	       SYNONYM		   PUBLIC
KU$_DUMPFILESET 	       SYNONYM		   PUBLIC
KU$_DUMPFILESET1010	       SYNONYM		   PUBLIC
KU$_DUMPFILESET1010	       TYPE		   SYS
KU$_DUMPFILESET1020	       SYNONYM		   PUBLIC
KU$_DUMPFILE_INFO	       SYNONYM		   PUBLIC
KU$_DUMPFILE_INFO	       TYPE		   SYS
KU$_DUMPFILE_ITEM	       SYNONYM		   PUBLIC
KU$_DUMPFILE_ITEM	       TYPE		   SYS
KU$_END_PLUGTS_BLK_VIEW        VIEW		   SYS
KU$_EQNTABLE_DATA_VIEW	       VIEW		   SYS
KU$_ERRORLINE		       SYNONYM		   PUBLIC
KU$_ERRORLINE		       TYPE		   SYS
KU$_ERRORLINES		       SYNONYM		   PUBLIC
KU$_ERRORLINES		       TYPE		   SYS
KU$_EXP_PKG_BODY_T	       TYPE		   SYS
KU$_EXP_PKG_BODY_VIEW	       VIEW		   SYS
KU$_EXP_TYPE_BODY_T	       TYPE		   SYS
KU$_EXP_TYPE_BODY_VIEW	       VIEW		   SYS
KU$_EXP_XMLSCHEMA_VIEW	       VIEW		   SYS
KU$_EXTLOC_LIST_T	       TYPE		   SYS
KU$_EXTLOC_T		       TYPE		   SYS
KU$_EXTTAB_T		       TYPE		   SYS
KU$_EXTTAB_VIEW 	       VIEW		   SYS
KU$_FBA_T		       TYPE		   SYS
KU$_FGA_POLICY_T	       TYPE		   SYS
KU$_FGA_POLICY_VIEW	       VIEW		   SYS
KU$_FGA_REL_COL_LIST_T	       TYPE		   SYS
KU$_FGA_REL_COL_T	       TYPE		   SYS
KU$_FHTABLE_T		       TYPE		   SYS
KU$_FHTABLE_VIEW	       VIEW		   SYS
KU$_FILE_LIST_T 	       TYPE		   SYS
KU$_FILE_T		       TYPE		   SYS
KU$_FIND_ATTRCOL_VIEW	       VIEW		   SYS
KU$_FIND_HIDDEN_CONS_T	       TYPE		   SYS
KU$_FIND_HIDDEN_CONS_VIEW      VIEW		   SYS
KU$_FIND_NTAB_ATTRCOL_VIEW     VIEW		   SYS
KU$_FIND_SGCOL_VIEW	       VIEW		   SYS
KU$_FIND_SGC_T		       TYPE		   SYS
KU$_FIND_SGC_VIEW	       VIEW		   SYS
KU$_FULL_PKG_T		       TYPE		   SYS
KU$_FULL_PKG_VIEW	       VIEW		   SYS
KU$_FULL_TYPE_T 	       TYPE		   SYS
KU$_FULL_TYPE_VIEW	       VIEW		   SYS
KU$_FUNC_VIEW		       VIEW		   SYS
KU$_HISTGRM_LIST_T	       TYPE		   SYS
KU$_HISTGRM_T		       TYPE		   SYS
KU$_HNTP_T		       TYPE		   SYS
KU$_HNT_T		       TYPE		   SYS
KU$_HTABLE_DATA_VIEW	       VIEW		   SYS
KU$_HTABLE_T		       TYPE		   SYS
KU$_HTABLE_VIEW 	       VIEW		   SYS
KU$_HTPART_DATA_VIEW	       VIEW		   SYS
KU$_HTSPART_DATA_VIEW	       VIEW		   SYS
KU$_INC_TYPE_VIEW	       VIEW		   SYS
KU$_INDARRAYTYPE_LIST_T        TYPE		   SYS
KU$_INDARRAYTYPE_T	       TYPE		   SYS
KU$_INDEXOP_LIST_T	       TYPE		   SYS
KU$_INDEXOP_T		       TYPE		   SYS
KU$_INDEXTYPE_T 	       TYPE		   SYS
KU$_INDEXTYPE_VIEW	       VIEW		   SYS
KU$_INDEX_COL_LIST_T	       TYPE		   SYS
KU$_INDEX_COL_T 	       TYPE		   SYS
KU$_INDEX_LIST_T	       TYPE		   SYS
KU$_INDEX_T		       TYPE		   SYS
KU$_INDEX_VIEW		       VIEW		   SYS
KU$_IND_COMPART_LIST_T	       TYPE		   SYS
KU$_IND_COMPART_T	       TYPE		   SYS
KU$_IND_PARTOBJ_T	       TYPE		   SYS
